line_number,text,Source
4769,లోను బదిలపఱచి లోనివికారముల్‌,vemana_satakam
4770,దలఁచి మెట్టువారు తెలియువారు,vemana_satakam
4771,ఆకసమున వేడ్కనరయంగ నుందురు,vemana_satakam
4772,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4773,లోభి వానిఁ జంప లోకంబు లోపల,vemana_satakam
4774,మందు వలదు; వేఱె మతము గలదు,vemana_satakam
4775,పైక మడుగఁ జాల భగ్గున పడి చచ్చు,vemana_satakam
4776,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4777,లోభమోహములును ప్రాభవములుదప్పు,vemana_satakam
4778,దలఁచిన పనులెల్లఁ దప్పిచనును,vemana_satakam
4779,తా మొకటి దలంప దైవమొక్కటిఁదల్చు,vemana_satakam
4780,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4781,లలితశివ తత్వపదమునఁ,vemana_satakam
4782,గలసిన శివయోగియేల కలియును జనుల,vemana_satakam
4783,జలబిందువు ముత్తియమై,vemana_satakam
4784,కలియునె తొల్లింటి నీటఁగనరా వేమా!,vemana_satakam
4785,లోకమందుబుట్టి లోకమందె పెరిగి,vemana_satakam
4786,లోక విభవమోర్వలేక జనుడు,vemana_satakam
4787,లోకమందు జనికి లోబడి చెడిపోవును,vemana_satakam
4788,విశ్వదాభిరామ వినుర వేమ!,vemana_satakam
4789,వాఁత నాకు మేను వలపట మెడవాఁడు,vemana_satakam
4790,ఒంటికాలువాఁడు నొప్పుచుండు,vemana_satakam
4791,రాజసభలయందె రంజిల్ల మాట్లాడు,vemana_satakam
4792,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4793,వంటదప్పునపుడు వంటకము విషంబు,vemana_satakam
4794,కంటఁ జూడఁగానె కంటగించుఁ,vemana_satakam
4795,గంటకమునఁ దిన్నకడి గండమైవచ్చు,vemana_satakam
4796,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4797,వంటవారియింట తిన్నవంటకమును,vemana_satakam
4798,వంట తినినయపుడె వెంటవచ్చు,vemana_satakam
4799,వచ్చు నట్లగాక వరఁకు నుభయులకు,vemana_satakam
4800,కంటకమగు వంటకమును వేమా!,vemana_satakam
4801,వెండికొండ పసిడికొండయు తనకుండ,vemana_satakam
4802,దేవు డేలబోయి తిరిపెమెత్తె?,vemana_satakam
4803,"దైవబలమేగాని, తనబల్మికాదయా!",vemana_satakam
4804,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
4805,వండివచ్చునపుడు వంటక మమృతంబు,vemana_satakam
4806,కంటికింపుగాను కానుపించు,vemana_satakam
4807,నొడలతినినదిండి వడిమించ గడిదేఱు,vemana_satakam
4808,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4809,వాక్కుచేత దప్పు వావులు వరుసలు,vemana_satakam
4810,వాక్కుచేత దప్పు వనిత గుణము,vemana_satakam
4811,వాక్కుచేత కలుగు వర కర్మములు భువిన్,vemana_satakam
4812,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
4813,వాక్కునందు గురువు వాక్తత్వము గురువు,vemana_satakam
4814,చీఁకటింట గురువు చిక్కియుండు,vemana_satakam
4815,అఖిలమునకు గురువె యాధార మయియుండు,vemana_satakam
4816,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4817,వాక్కుశుద్ధి లేనివాఁడు చండాలుండు,vemana_satakam
4818,ప్రేమశుద్ధిలేని పెట్టులేల,vemana_satakam
4819,నొసలు భక్తుఁడైన నోరు తోడేలయా,vemana_satakam
4820,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4821,వక్షమందు గురుని వర్ణించి చూడరా,vemana_satakam
4822,రక్షకత్వమునకు రాచబాట,vemana_satakam
4823,అక్షమాల జపమె యటవి దొంగలరీతి,vemana_satakam
4824,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
4825,వచ్చెడిది పోయెడిది మఱి,vemana_satakam
4826,చచ్చెడిదియుఁ గనకలేక సహజము లనుచు,vemana_satakam
4827,విచ్చలవిడిగాఁ దిరుగుట,vemana_satakam
4828,చిచ్చునఁబడునట్టి మిడుత చెలువము వేమా!,vemana_satakam
4829,విటునిఁగన్నయంత విశదమై వలపుండు,vemana_satakam
4830,బోటిఁజూడకట్టిపాటి గలదె,vemana_satakam
4831,కంటిలోనిపాప కన నెంతవాఁడురా,vemana_satakam
4832,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4833,విటులకనుల కెంత విభ్రమమై యుండు,vemana_satakam
4834,సాటిలేని పొలఁతి చక్కఁదనము,vemana_satakam
4835,కంటిలోనిపాప కుంటెనకాఁడయా,vemana_satakam
4836,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4837,వాడకుఱికి తిట్టు వలదన్న మొఱఁబెట్టు,vemana_satakam
4838,ముందు మగనిఁ దిట్టు ముసుఁగుపెట్టు,vemana_satakam
4839,గడుసురాలు మగని గంపఁ బెట్టమ్మురా,vemana_satakam
4840,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4841,వేడబంబువాని వినయంబు లధికంబు,vemana_satakam
4842,చెడ్డముండ ముసుఁగు చెలఁగిపెట్టు,vemana_satakam
4843,చెడిపెకొడుకు మిగులచేయు నాచారంబు,vemana_satakam
4844,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4845,వాడవదినెకేల వావివర్తనములు,vemana_satakam
4846,చాడివాని కేల జాడబుద్ధి,vemana_satakam
4847,మూఢసతులకేల ముదముతో జ్ఞానంబు,vemana_satakam
4848,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4849,విడువ ముడువ లేక కుడువఁ గట్టఁగ లేక,vemana_satakam
4850,వెఱపులేక విద్య నొరయలేక,vemana_satakam
4851,వెడలలేనివాని నడపీనుఁ గందురో,vemana_satakam
4852,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4853,వాడువాడుకాడు వానిలోపలనుండు,vemana_satakam
4854,వాడేవాడు వాడువాడుకాడు,vemana_satakam
4855,వాడు వానిని గూర్చువాడేపో బ్రహ్మంబు,vemana_satakam
4856,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
4857,విడువవలయు నూరు విశ్రాంతి గాకున్న,vemana_satakam
4858,విడువవలయు నాలి విధముఁ దెలిసి,vemana_satakam
4859,విడువవలయు రాజు వితరణి గాకున్న,vemana_satakam
4860,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4861,వాతగుణము చేత వలపున మగవాఁడు,vemana_satakam
4862,లొట్టకనులదాని లోలతకును,vemana_satakam
4863,పుట్టి జగతి నిలుచు పునరుద్భవంబగు,vemana_satakam
4864,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4865,విత్తనంబు గురువు విశ్వంబునకు నెల్ల,vemana_satakam
4866,ప్రణవమంత్ర మరయ పరమ గురువు,vemana_satakam
4867,కర్మ గురువు సుమ్ము గాయత్రిమంత్రంబు,vemana_satakam
4868,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
4869,విత్తును నుముకయుఁ ధరలోఁ,vemana_satakam
4870,బొత్తున జనియించి పొట్టుపోయినభంగి,vemana_satakam
4871,వేత్తయగువానికర్మం,vemana_satakam
4872,బత్తెఱగున విడిచిపోవు ననువున వేమా!,vemana_satakam
4873,విత్తులేని వృక్షమొక్కటి పుట్టె,vemana_satakam
4874,ఫలము లేని పువ్వు మొదలు పత్రిలేదు,vemana_satakam
4875,స్వాదులేదు చూడ నాపాటుకును లెస్స,vemana_satakam
4876,దీనిభావ మేమి తెలుపు వేమా!,vemana_satakam
4877,వెదకి కానలేఁడు వేదాంతవేద్యుని,vemana_satakam
4878,తత్వవేత్తలేఁడు ధరణిలోనఁ,vemana_satakam
4879,గలిగెనేని యతఁడు కనఁబోఁడు మఱివేఱె,vemana_satakam
4880,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4881,వెదకి కానలేరు వేదాంత వేద్యుని,vemana_satakam
4882,నుత్తముండు గాంచు నుర్విమీఁదఁ,vemana_satakam
4883,గలిగెనేని వానిఁ గానంగ లేరయా,vemana_satakam
4884,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4885,వెదక వెదకఁ దొఱకు వేదాంతవేద్యుండు,vemana_satakam
4886,వెదకువానిఁ దాను వెదకుచుండు,vemana_satakam
4887,వెదకనేర్చునట్టి వెరవరుల్‌ గలరొకో,vemana_satakam
4888,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4889,విద్దెదానిపొందు విడువఁ జాలక తుల్వ,vemana_satakam
4890,చచ్చుదాఁకమోయు చాపగుడిసె,vemana_satakam
4891,భాగవతులపట్టు పట్టంగ నోపఁడు,vemana_satakam
4892,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4893,వేదవిద్య గాదు వీరవిద్యయుఁ గాదు,vemana_satakam
4894,బాధవిద్యయుఁగాదు పరపు గాదు,vemana_satakam
4895,మధురమైన యట్టి మనసు నిల్పెడివిద్య,vemana_satakam
4896,సాధువిద్య యెన్న సరస వేమా!,vemana_satakam
4897,వేదవిద్యలెల్ల వేశ్యలవంటివి,vemana_satakam
4898,భ్రమలపెట్టి తేటపడగ నీవు,vemana_satakam
4899,గుప్తవిద్య యొకటె కులకాంతవంటిది,vemana_satakam
4900,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4901,వేదశాస్త్రములను విని యేమి కుడిచిరి,vemana_satakam
4902,యరిగితిరిగి సొత్తు రందఱిల్లు,vemana_satakam
4903,బ్రహ్మమహిమఁ దెలిసి బ్రతుకుట నిజమయా,vemana_satakam
4904,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4905,విధికృతములందు రన్నియు,vemana_satakam
4906,విధికిని విధి లెస్సయయ్యె విష్ణు జపింప,vemana_satakam
4907,విధియుభవురూప మందెను,vemana_satakam
4908,విధి బ్రహ్మము సుమ్ముదలప వినరా వేమా!,vemana_satakam
4909,వాని గననివాఁడు వాఁడు కానేకాఁడు,vemana_satakam
4910,వానిలోనివాఁడు వాఁడు సుమ్మి,vemana_satakam
4911,వాని గన్నవాఁడు వాఁడెపో యోగిరా,vemana_satakam
4912,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4913,వెన్న చేతఁబట్టి వివరంబు దెలియక,vemana_satakam
4914,ఘృతముఁ గోరునట్టి యతనిభంగి,vemana_satakam
4915,తాను దైవమయ్యు దైవంబుఁ దలఁచును,vemana_satakam
4916,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4917,విన్నవానికన్నఁ గన్నవాఁ డధికుండు,vemana_satakam
4918,కన్నవానికన్నఁ గలియువాఁడు,vemana_satakam
4919,ఉన్నతోన్నతుఁడయి యుర్విలోపల నుండు,vemana_satakam
4920,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4921,వానను దడియనివారును,vemana_satakam
4922,పూనిక విడ మన్న చేఁత బొరయనివారు,vemana_satakam
4923,నానాదిక్కుల వెదకినఁ,vemana_satakam
4924,గానమురా నెంతవాని గానము వేమ!,vemana_satakam
4925,వినియు వినకయుండు వెఱ్ఱివాఁడై యుండు,vemana_satakam
4926,కనియుఁ గానకుండు కడఁగి యోగి,vemana_satakam
4927,మనుజవరులచేత మఱిపూజఁ గొనుచుండు,vemana_satakam
4928,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4929,వినియుండెడి జనమెల్లను,vemana_satakam
4930,చనిపోయినవారి పుణ్యసత్కథ లెలమి,vemana_satakam
4931,వినవలెఁ గనవలె ననవలె,vemana_satakam
4932,ననిమిషునకునైనఁ దెలియ దంత్యము వేమ!,vemana_satakam
4933,వానరాకడ మఱి ప్రాణంబు పోకడ,vemana_satakam
4934,కానఁబడదు ఘనుని కైనఁగాని,vemana_satakam
4935,కానఁబడిన మీఁద కలి యిట్లునడుచునా,vemana_satakam
4936,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4937,వినరననక మెల్ల వెలిమూసి వాయువుల్‌,vemana_satakam
4938,మనసుతోడఁ గూర్చి మర్మ మెఱిఁగి,vemana_satakam
4939,యాత్మలింగపూజ నంటిన ముక్తిరా,vemana_satakam
4940,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4941,వినవలె నెవ్వరు చెప్పిన,vemana_satakam
4942,వినినంతనె తమకపడక వివరింపవలె,vemana_satakam
4943,విని కని వివరము దెలిసిన,vemana_satakam
4944,మనుజుఁడెపో నీతిపరుడు మహిలో వేమా!,vemana_satakam
4945,విను వివేకమనెడి వింతగొడ్డలిచేత,vemana_satakam
4946,వలయవిద్యయనెడు నడవి నఱికి,vemana_satakam
4947,తెలివియనెడుగొప్ప దీపంబు చేఁబట్టి,vemana_satakam
4948,ముక్తిఁ జూడవచ్చు మొనసి వేమ!,vemana_satakam
4949,వినుకలి కనుకలి గోరము,vemana_satakam
4950,కనుకలియాకాంతగూడి కవయగ గోరు,vemana_satakam
4951,గనుగొని ప్రేమన్బొరలును,vemana_satakam
4952,ఘనతరమోహంబుచోటు గదరా వేమా!,vemana_satakam
4953,విప్రవరుల మనుచు వేదంబుఁ జదువక,vemana_satakam
4954,ప్రాకృతులను జూచి పరిహసించు,vemana_satakam
4955,ధరణిసురులకన్న దాసరిమత మెచ్చు,vemana_satakam
4956,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4957,వేమన చెప్పిన మాటలు,vemana_satakam
4958,సామంబున సకలవేద సారంబుగదా,vemana_satakam
4959,సామెత పంచాక్షరిలో,vemana_satakam
4960,నీమహిమలఁ దెలియకున్న నింపా వేమా!,vemana_satakam
4961,వేమన పద్యము లన్నిటి,vemana_satakam
4962,సామంబునఁ జదివినట్టి సజ్జను లెల్ల,vemana_satakam
4963,సోమనతల సుందరు కడు,vemana_satakam
4964,నేమంబునఁ జూడరయ్య నేర్పున వేమ!,vemana_satakam
4965,వేమన్నా నీమహిమలు,vemana_satakam
4966,నేమన్నా తెలియ దింక నెటువలె నన్నా,vemana_satakam
4967,వేమన్నా నీచిత్త మ,vemana_satakam
4968,దేమన్నా నీవె మాకు నెఱుక గదన్నా!,vemana_satakam
4969,వేమననగ యోగి వెలసె లోకములోనఁ,vemana_satakam
4970,"బూజలిడుఁడు, పుణ్య పురుషులార",vemana_satakam
4971,"పూజలిడిన యంత, భుక్తి ముక్తుల నిచ్చు",vemana_satakam
4972,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4973,వేము పాలఁబోసి వెయ్యేండ్లు పెంచిన,vemana_satakam
4974,చేదువిడిచి తీపు చెందదెపుడు,vemana_satakam
4975,నోగుగుణము విడిచి యుచితజ్ఞుఁ డగునట్లు,vemana_satakam
4976,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4977,వేముఁడిట్లు చెప్పె వేల పద్యంబులు,vemana_satakam
4978,తప్పు లెన్నియున్న నొప్పియుండు,vemana_satakam
4979,తత్తఱపడ కందుఁ జిత్తము నిల్పుము,vemana_satakam
4980,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4981,వెయ్యారుగతుల జలనిధి,vemana_satakam
4982,తియ్యగ ననిశంబు గలయ దిప్పుట యరుదౌ,vemana_satakam
4983,కొయ్యకుఁదా సుజ్ఞానము,vemana_satakam
4984,వెయ్యి విధంబులను జెప్ప వృథరా వేమా!,vemana_satakam
4985,వేయుపద్యముల వివేకియై భక్తితోఁ,vemana_satakam
4986,బఠనఁ జేసినట్టి భక్తులకును,vemana_satakam
4987,బాయకుండు మోక్షపద మరచేతిదై,vemana_satakam
4988,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4989,వాయువందె పుట్టి వాయువందె పెఱిగి,vemana_satakam
4990,వాయువందు మేలు వరుసఁ దెలియ,vemana_satakam
4991,వాయువందు ప్రాణవాయువు తత్వంబు,vemana_satakam
4992,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4993,వేయువిధము లమర వేమనపద్యంబు,vemana_satakam
4994,లర్థ మిచ్చువాని నరసి చూడ,vemana_satakam
4995,చూడఁజూడఁ గలుగుచోద్యమౌ జ్ఞానంబు,vemana_satakam
4996,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
4997,వ్రాఁత వెంటఁగాని వరమీడు దైవంబు,vemana_satakam
4998,సేఁతకొలదిగాని వ్రాఁతగాదు,vemana_satakam
4999,వ్రాఁతకజుఁడు కర్త చేఁతకుఁ దాఁగర్త,vemana_satakam
5000,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5001,వారకాంత లెల్ల వలచి యేతెంతురా,vemana_satakam
5002,పొందుఁజేసి ధనము పుచ్చుకొఱకు,vemana_satakam
5003,మాచలమ్మ వచ్చి మఱి యిల్లువెళ్లురా,vemana_satakam
5004,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5005,వ్రతము లెన్నియైన వట్టిచిక్కులె కాని,vemana_satakam
5006,యాత్మచిక్కుఁ గాన నలవిగాదు,vemana_satakam
5007,ఆత్మచిక్కుఁ బాపునతఁడెపో ఘనయోగి,vemana_satakam
5008,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5009,వ్రేయవ్రేయనదియ విత్తన మనిపించు,vemana_satakam
5010,వ్రేయవ్రేయఁ బ్రబల వృక్షమగును,vemana_satakam
5011,తెలియఁ దెలియవాఁడు దేవుఁడనందగు,vemana_satakam
5012,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5013,వరలు రత్నసమితివలెఁ గూర్చుధాన్యంబుఁ,vemana_satakam
5014,జక్కదంచి వండి మిక్కుటముగ,vemana_satakam
5015,సుష్టుభోజనములఁ జూరగా నిడువాఁడు,vemana_satakam
5016,చెప్పనేల వాఁడు శివుఁడు వేమ!,vemana_satakam
5017,వేరు పురుగు చేరి వృక్షంబు జెఱుచును,vemana_satakam
5018,చీడ పురుగు చేరి చెట్టుఁ జెఱుచు,vemana_satakam
5019,"కుత్సితుండు చేరి, గుణవంతుఁ జెఱచురా",vemana_satakam
5020,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5021,వెఱ్ఱినక్కలవలె వేదముల్‌ చదివెద,vemana_satakam
5022,రాశయంబు లెఱుఁగరయ్య వారు,vemana_satakam
5023,వేదసారమంత వేమన యెఱుఁగును,vemana_satakam
5024,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5025,వెఱ్ఱిమొద్దు కేల వేదశాస్త్రంబులు,vemana_satakam
5026,ముద్దులాడి కేల ముసలిమగఁడు,vemana_satakam
5027,చద్ది మిగులనింట సంసార మేలరా,vemana_satakam
5028,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5029,వెఱ్ఱివాని కయిన వేషధారికయిన,vemana_satakam
5030,రోగికైన పరమయోగికైన,vemana_satakam
5031,స్త్రీలఁజూచినపుడె చిత్తంబు రంజిల్లు,vemana_satakam
5032,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5033,వెఱవవలెఁ బామునకు నిల,vemana_satakam
5034,వెఱవఁగవలె మరణమునకు విశ్వములోన,vemana_satakam
5035,మఱవగవలె సంగమముల,vemana_satakam
5036,మఱి మఱువగ వలదు మేలు మహిలో వేమా!,vemana_satakam
5037,వెలఁది చక్కఁదనము వెరపైన యీడును,vemana_satakam
5038,విభుని కరుణలేక వితగనుండు,vemana_satakam
5039,నీదుకరుణలేక నేర్పులు కొఱగావు,vemana_satakam
5040,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5041,వలపు తీఱువెనుక వనజాక్షి యధరంబు,vemana_satakam
5042,ములకపంటిగిజరు ముష్టిరసము,vemana_satakam
5043,చింతలేనివేళ జీడిసమానమౌ,vemana_satakam
5044,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5045,వెలయ పరమతత్వ విభవంబు దెలియక,vemana_satakam
5046,బాహ్యవిద్యచేత బరఁగు టెల్ల,vemana_satakam
5047,పూరి మెసవఁగ హరి పోయినచందంబు,vemana_satakam
5048,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5049,వెలయాలి వలనఁ గూరిమి,vemana_satakam
5050,"కలుగదు, మఱి కలిగెనేని కడతేరదురా",vemana_satakam
5051,పలువురు నడిచెడి తెరువున,vemana_satakam
5052,"పులు మొలవదు, మొలిచెనేని పొదలదు వేమా!",vemana_satakam
5053,వెల్లకుక్కల యెంగిలి విశదమాయె,vemana_satakam
5054,పడుచువేశ్యల యెంగిలి ప్రాప్తమాయె,vemana_satakam
5055,చెడుగు నెంగిలి యెంతకు శ్రేష్ఠమాయె,vemana_satakam
5056,ఇష్టమగువారి యెంగిలి యెగ్గు వేమ!,vemana_satakam
5057,వల్లవైపులేక వాగ్దత్త మటుచేసి,vemana_satakam
5058,యదిగొయిదిగొ యనుచు నాసఁబెట్టి,vemana_satakam
5059,గడువుఁ బెట్టి రేపు గడియ కానిమ్మని,vemana_satakam
5060,గడియలోనఁ బడియెఁ గదర వేమ!,vemana_satakam
5061,వలలుపన్ని దుష్ట వన్యమృగంబుల,vemana_satakam
5062,"పట్టవచ్చుగాని, పాడుకర్మ",vemana_satakam
5063,గురునిబోధ లేక కుదురు చెందదు సుమీ,vemana_satakam
5064,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
5065,వెళ్లి వచ్చు నాఁడు మళ్లి పోయెడు నాఁడు,vemana_satakam
5066,వెంట రాదు; ధనము కొంచఁ బోఁడు;,vemana_satakam
5067,తానదేడఁ బోనొ ధన మేడఁ బోవునో?,vemana_satakam
5068,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5069,వావివర్తనలును వరుసలు మర్యాద,vemana_satakam
5070,దప్పి నడచెనేని తగులుఁ గీడు,vemana_satakam
5071,వదల దపుడు తాకు నది దప్పినం దుది,vemana_satakam
5072,ముసలిముప్పునైన మునుగు వేమా!,vemana_satakam
5073,విశ్వము నడుపంగ విశ్వేశ్వరుం డుండ,vemana_satakam
5074,బ్రహ్మలకునునేల పాటిదక్కె,vemana_satakam
5075,వనములోని క్రోతి వసుమతి నడుపునా,vemana_satakam
5076,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5077,వేష మొనరఁగట్టి వెలయ శూద్రత్వంబు,vemana_satakam
5078,తనకు లేదనుకొను ధరణి ద్విజుఁడు,vemana_satakam
5079,అరిది గిట్టువేళ నడఁగు ద్విజత్వంబు,vemana_satakam
5080,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5081,వైష్ణవుల మటంచు వార్తమాత్రమె కాని,vemana_satakam
5082,భ్రష్టు లంతకన్న వేఱులేరు,vemana_satakam
5083,చారు బలమదైన నీరుగాఁ బోవునా,vemana_satakam
5084,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5085,విష్ణుభక్తులెల్ల వెలిబూదిపాలైరి,vemana_satakam
5086,వాదమేల మతవిభేదమేల,vemana_satakam
5087,తెలియ లింగధారులు తిరుమణిపాలైరి,vemana_satakam
5088,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5089,విషయము లొరసిన నొరయఁడు,vemana_satakam
5090,విషయేంద్రియ పరదళంబు సేయగ మఱిదా,vemana_satakam
5091,విషమాది షట్కమను దు,vemana_satakam
5092,ర్విషయములను బొందకుండ వేమన నేర్చు!,vemana_satakam
5093,విషయములఁ బొరలి రోయక,vemana_satakam
5094,విషమంటినగతిని జూచి విముఖత ధరలో,vemana_satakam
5095,విష సమమాయా సుఖముల,vemana_satakam
5096,విషయముల గూడకుండ్రు వేత్తలు వేమా!,vemana_satakam
5097,విషయములు తెరలపొలుపున,vemana_satakam
5098,విషయము లంటక మహాత్ము విధమున ధరలో,vemana_satakam
5099,విషసంసారము లన్నియు,vemana_satakam
5100,విషయము లన్నియును గెల్వ వేమన నేర్చు!,vemana_satakam
5101,విషసహితులు నరులు విషధరు లెన్నఁగ,vemana_satakam
5102,విష విషధరములను విరియఁగొట్ట,vemana_satakam
5103,నఘము వచ్చుకడకు నాయువుకొదువగు,vemana_satakam
5104,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5105,వినియు వినకయుండు కనియు గనక యుండు,vemana_satakam
5106,తలచి తలపకుండు తాను యోగి,vemana_satakam
5107,మనుజవరులచేత మణిపూజ గొనుచుండు,vemana_satakam
5108,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
5109,వెన్న చేతబట్టి వివరంబు తెలియక,vemana_satakam
5110,ఘృతము కోరునట్టి యతని భండి,vemana_satakam
5111,తాను దైవమయ్యు దైవంబు దలచును,vemana_satakam
5112,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
5113,వేషధారినెపుడు విశ్వసింపగరాదు,vemana_satakam
5114,వేషదోషములొక విధయె యగును,vemana_satakam
5115,రట్టుకాదె మునుపు రావణు వేషంబు,vemana_satakam
5116,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
5117,శాంతమానసమునఁ జల్లనై శీతల,vemana_satakam
5118,భాతి నున్నవాఁడు పరమయోగి,vemana_satakam
5119,యట్టివాఁడు ముక్తి నతివేగఁ గైకొను,vemana_satakam
5120,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5121,శాంతమున సకలకార్యము,vemana_satakam
5122,సంతోషంబునను బొందు సత్యము జయమౌ,vemana_satakam
5123,పంతము చెల్లును ధర్మజుఁ,vemana_satakam
5124,డెంతేసి ప్రయాసముల జయించెను వేమా!,vemana_satakam
5125,శాంతమే జనులను జయమునొందించును,vemana_satakam
5126,శాంతముననె గురువు జాడ తెలియు,vemana_satakam
5127,శాంత భావ మహిమ జర్చింపలేమయా,vemana_satakam
5128,విశ్వదాభిరామ వినురవేమ!,vemana_satakam
5129,శత్రువరుల నరసి సరగున ఖండించి,vemana_satakam
5130,మిత్రవర్గమునకు మేలుచేసి,vemana_satakam
5131,దండివెలుగుఁజూపి పిండమధ్యంబున,vemana_satakam
5132,నర్థి నిలుచువాఁడు హరుఁడు వేమా!,vemana_satakam
5133,శత్రువులను ద్రుంచి శాంతంబు వహియించి,vemana_satakam
5134,కృత్యములను నడుపు నిత్యు నెఱిగి,vemana_satakam
5135,సత్యము చెడకుండ సాధించినటువంటి,vemana_satakam
5136,పురుషుఁ డౌను పుణ్యపరుండు వేమ!,vemana_satakam
5137,శతసంఖ్యపదమ్ముల నే,vemana_satakam
5138,మతిమంతుఁడు పఠనసేయు మమతులు దీరు,vemana_satakam
5139,న్నతఁడే నాలుగుపదముల,vemana_satakam
5140,శితికంఠునిపదముఁ జేరు సిద్ధము వేమా!,vemana_satakam
5141,శ్రీకరశివతత్వశీలుఁడౌ వేమన,vemana_satakam
5142,ప్రాకటముగ వేయు పద్యములను,vemana_satakam
5143,లోకమందుఁ జదివెలోవెతఁ బాయరో,vemana_satakam
5144,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5145,శిలను ప్రతిమఁజేసి చీఁకటింటను బెట్టి,vemana_satakam
5146,మ్రొక్కవలదు మహిని మూఢులార,vemana_satakam
5147,ఉల్లమందు బ్రహ్మముండుట దెలియరు,vemana_satakam
5148,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5149,శిలలఁ జూచి నరులు శివుఁడని మెత్తురు,vemana_satakam
5150,శిలలు శిలలె కాని శివుఁడుగాఁడు,vemana_satakam
5151,తనదులోని శివునిఁ దా నేల తెలియఁడో,vemana_satakam
5152,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5153,శివ మతమునకైన వివరింపగా గుర్వు,vemana_satakam
5154,హరిమతమునకైన నరయ గుర్వు,vemana_satakam
5155,గురువు నెఱుఁగలేని గుణహీనుఁడేమెఱుఁగు,vemana_satakam
5156,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
5157,శైవవైష్ణవాది షణ్మతంబుల కెల్ల,vemana_satakam
5158,దేవుఁ డొక్కఁ డనుచుఁ దెలియ లేరు,vemana_satakam
5159,తమకు భేదమైన తత్వంబు భేదమా,vemana_satakam
5160,విశ్వదాభిరామ వినర వేమ!,vemana_satakam
